#,Name,Team,Bats,ESPN,YAHOO,G,PA,AB,R,HR,RBI,SB,H,1B,2B,3B,TB,SO,BB,HBP,SF,SH,CS,AVG,OBP,SLG,OPS,BABIP,RazzID
123,Tim Anderson,MIA,R,SS,SS,137,528,491,57.5,7.8,51.7,12.8,139.4,107.0,22.3,2.4,189.9,109.2,25.4,4.2,4.0,2.8,4.0,0.284,0.320,0.386,0.707,0.348,15172
124,Kerry Carpenter,DET,L,OF,OF,134,527,477,61.8,20.9,70.6,4.3,121.1,81.6,16.1,2.5,204.9,129.9,37.7,7.5,3.7,0.9,2.1,0.254,0.316,0.430,0.745,0.304,681481
125,Max Muncy,LAD,L,3B,3B,133,526,435,70.9,26.1,75.0,2.2,99.2,52.0,20.0,1.1,199.5,132.2,77.4,6.3,4.1,1.4,1.0,0.228,0.348,0.458,0.806,0.260,13301
126,Ty France,SEA,R,1B,1B,135,525,464,62.2,14.7,62.9,0.9,124.5,78.7,30.5,0.6,200.2,90.6,34.9,18.0,4.1,3.5,0.4,0.268,0.338,0.432,0.769,0.302,664034
127,Eloy Jimenez,CHW,R,DH,OF,133,524,476,67.8,25.9,82.2,0.5,132.3,78.3,27.5,0.5,238.8,108.3,39.2,3.8,3.6,0.8,0.2,0.278,0.335,0.501,0.836,0.308,650391
128,Ryan Noda,OAK,L,1B,1B,133,523,430,64.2,17.8,51.7,5.4,90.0,52.4,18.8,1.0,164.2,173.1,75.0,9.0,3.4,4.3,1.9,0.209,0.333,0.382,0.715,0.298,676116
129,William Contreras,MIL,R,C,C,126,522,459,70.0,20.1,66.1,3.8,126.3,79.8,25.3,1.1,214.1,114.3,52.9,4.6,3.8,3.0,1.5,0.275,0.353,0.466,0.819,0.323,661388
130,Carlos Santana,MIN,S,1B,1B,134,521,455,61.4,18.1,64.3,2.9,108.4,67.3,22.2,0.8,186.5,95.3,60.6,2.5,3.6,1.5,1.1,0.239,0.329,0.410,0.739,0.262,2396
131,J.D. Martinez,FA,R,DH,DH,132,516,465,63.0,21.9,71.5,1.0,115.7,66.5,25.6,1.6,210.1,146.1,41.7,4.1,3.9,1.1,0.4,0.248,0.312,0.451,0.764,0.311,6184
132,Jake Cronenworth,SD,L,1B/2B,1B/2B,134,516,454,59.9,12.6,58.2,4.2,113.5,68.1,28.6,4.2,188.3,94.1,47.9,9.4,3.8,1.4,1.7,0.250,0.331,0.415,0.746,0.287,630105
133,Joey Meneses,WSH,R,DH,1B,131,515,472,59.4,16.4,65.6,0.7,126.1,81.9,26.7,1.1,204.2,110.8,33.2,4.0,3.6,0.9,0.3,0.267,0.318,0.433,0.750,0.315,608841
134,Jackson Holliday,BAL,L,SS,SS,137,514,439,61.0,8.9,50.9,15.6,111.7,74.8,25.2,2.8,169.2,119.3,61.3,4.1,4.2,4.2,7.0,0.255,0.345,0.385,0.730,0.327,702616
135,Sal Frelick,MIL,L,OF,OF,130,512,453,60.0,8.7,50.0,11.5,121.1,85.7,23.8,2.9,176.8,72.6,49.7,5.1,3.5,1.9,4.6,0.267,0.343,0.390,0.734,0.300,686217
136,MJ Melendez,KC,L,OF,C/OF,130,511,441,66.1,18.8,62.4,6.1,106.1,62.5,21.7,3.0,190.4,129.2,58.5,3.1,3.4,3.6,2.6,0.241,0.328,0.432,0.760,0.295,669004
137,Taylor Ward,LAA,R,OF,OF,129,510,445,67.0,18.9,65.1,5.4,117.4,72.6,24.9,1.1,201.1,108.8,50.6,7.1,3.9,2.2,2.2,0.264,0.344,0.451,0.795,0.306,621493
138,Brendan Donovan,STL,L,2B/OF,1B/2B/ OF,125,508,435,70.2,11.1,49.9,6.4,120.4,86.3,21.6,1.6,178.3,77.7,54.5,10.3,3.3,4.4,2.5,0.277,0.364,0.410,0.774,0.313,680977
139,James Outman,LAD,L,OF,OF,137,508,437,64.3,18.9,62.4,9.3,100.6,58.6,20.5,2.6,183.0,159.4,55.0,8.2,3.6,2.3,3.5,0.230,0.323,0.418,0.741,0.311,681546
140,Wyatt Langford,TEX,R,OF,OF,128,508,442,70.9,23.5,74.7,18.9,119.8,71.1,23.1,2.0,217.6,114.5,57.5,5.7,3.9,0.6,8.2,0.271,0.360,0.493,0.853,0.313,694671
141,Brendan Rodgers,COL,R,2B,2B,130,507,460,61.8,14.9,64.1,0.9,128.9,87.8,23.6,2.6,202.2,95.9,35.1,5.7,3.6,1.0,0.4,0.280,0.335,0.440,0.774,0.323,663898
142,Josh Lowe,TB,L,OF,OF,130,506,456,62.8,16.9,64.2,20.5,117.3,69.3,29.0,2.1,201.1,139.8,42.9,3.0,3.5,1.4,6.0,0.257,0.323,0.441,0.764,0.331,666139
143,Cedric Mullins,BAL,L,OF,OF,137,505,449,61.8,15.8,60.4,23.7,112.8,69.2,25.4,2.4,190.5,102.7,42.0,5.1,3.3,4.4,6.3,0.251,0.317,0.424,0.741,0.290,656775
144,Orlando Arcia,ATL,R,SS,SS,140,501,448,65.2,16.6,63.4,2.6,113.1,74.5,21.4,0.6,185.3,96.8,41.4,3.9,3.9,4.0,0.9,0.252,0.316,0.414,0.730,0.285,13185
145,Chas McCormick,HOU,R,OF,OF,134,501,439,62.9,18.7,62.8,12.7,107.0,69.5,17.2,1.7,183.6,134.1,48.5,6.7,3.7,2.8,5.0,0.244,0.324,0.418,0.742,0.304,676801
146,Starling Marte,NYM,R,OF,OF,128,500,455,58.3,12.5,54.8,25.9,119.1,83.5,20.4,2.7,182.3,104.6,30.3,10.0,3.5,2.3,6.7,0.261,0.319,0.400,0.719,0.312,9241
147,Daulton Varsho,TOR,L,OF,OF,137,499,446,63.1,21.2,65.1,13.9,106.3,61.3,21.5,2.2,195.8,116.1,41.7,4.5,3.9,2.1,5.2,0.238,0.305,0.439,0.744,0.272,662139
148,Nathaniel Lowe,TEX,L,1B,1B,129,499,435,64.9,17.4,65.6,2.0,117.5,73.3,25.0,1.8,198.3,114.3,57.1,3.5,3.8,1.1,0.8,0.270,0.357,0.456,0.813,0.326,663993
149,Brent Rooker,OAK,R,OF,OF,131,499,437,59.2,23.1,64.6,2.9,96.4,52.0,20.4,1.0,188.0,165.7,47.7,9.2,3.8,0.9,1.2,0.221,0.307,0.430,0.737,0.291,667670
150,Byron Buxton,MIN,R,DH,DH,123,498,443,65.6,25.4,70.2,9.0,102.0,51.0,23.5,2.1,206.0,147.1,43.3,7.0,3.5,2.9,2.9,0.230,0.306,0.466,0.772,0.280,14161
151,Nolan Gorman,STL,L,2B,2B/3B,127,496,438,64.6,25.1,71.5,5.3,106.7,62.1,18.9,0.6,202.1,142.6,49.0,4.0,3.8,1.1,2.2,0.243,0.322,0.461,0.783,0.298,669357
152,Kris Bryant,COL,R,OF,1B/OF,121,489,431,65.2,17.9,62.4,2.7,117.8,77.2,21.5,1.3,195.4,100.9,43.8,6.5,3.5,2.8,1.0,0.273,0.343,0.454,0.797,0.317,15429
153,Brandon Lowe,TB,L,2B,2B,122,489,426,65.8,21.6,63.5,5.0,102.0,57.6,21.3,1.5,191.1,128.1,51.6,6.5,3.5,2.9,1.7,0.239,0.327,0.449,0.776,0.287,664040
154,Max Kepler,MIN,L,OF,OF,125,488,429,62.0,18.8,62.9,3.2,107.4,63.9,22.9,1.9,190.4,96.5,49.6,5.4,3.8,1.6,1.4,0.250,0.333,0.444,0.776,0.279,12144
155,Salvador Perez,KC,R,C/1B,C/1B,122,486,453,60.1,22.8,72.9,0.5,118.3,75.9,18.9,0.7,207.0,116.8,19.7,8.2,3.4,0.7,0.2,0.261,0.301,0.457,0.758,0.301,7304
156,Parker Meadows,DET,L,OF,OF,130,485,430,55.8,12.5,48.6,11.1,100.4,68.7,14.2,5.0,161.9,113.4,44.0,3.9,3.1,4.5,3.6,0.233,0.305,0.377,0.682,0.286,678009
157,Alex Verdugo,NYY,L,OF,OF,122,484,436,61.7,12.8,55.8,4.5,116.7,75.7,26.2,1.9,185.2,75.3,36.5,3.9,3.5,2.7,1.9,0.267,0.324,0.425,0.749,0.295,657077
158,Jack Suwinski,PIT,L,OF,OF,122,478,409,60.4,21.8,63.2,8.3,92.2,49.9,19.1,1.3,179.5,145.2,60.3,5.3,3.7,1.6,3.4,0.226,0.330,0.439,0.769,0.286,669261
159,Willson Contreras,STL,R,C,C,119,477,412,62.5,19.9,63.8,5.0,103.8,60.9,22.2,0.7,187.1,108.7,46.6,12.6,3.8,1.6,2.4,0.252,0.342,0.454,0.796,0.292,11609
160,J.T. Realmuto,PHI,R,C,C,126,475,428,56.9,17.0,61.1,12.8,107.8,66.3,21.3,3.2,186.4,114.6,35.7,7.9,3.4,1.1,4.1,0.252,0.319,0.436,0.755,0.303,11739
161,Nolan Schanuel,LAA,L,1B,1B,124,475,398,63.6,13.1,51.1,2.6,103.8,70.3,18.6,1.7,165.4,80.3,63.0,6.3,3.4,3.2,1.1,0.261,0.364,0.415,0.779,0.294,694384
162,Tyler O’Neill,BOS,R,OF,OF,121,473,418,58.8,19.8,64.9,10.6,104.1,63.4,19.8,1.1,185.5,130.9,44.3,6.2,3.3,1.1,3.8,0.249,0.327,0.444,0.771,0.312,641933
163,Michael Massey,KC,L,2B,2B,128,473,433,52.9,14.4,57.8,6.4,109.6,71.0,22.9,1.3,178.3,102.5,27.3,6.3,3.5,2.4,2.5,0.253,0.302,0.412,0.714,0.298,686681
164,Jonathan India,CIN,R,2B,2B,116,468,405,63.2,15.5,55.3,9.3,104.8,60.7,27.7,0.9,180.7,97.6,45.8,11.9,3.2,2.4,3.5,0.259,0.347,0.445,0.793,0.302,663697
165,Zach Neto,LAA,R,SS,SS,132,468,417,60.7,15.6,56.1,8.3,105.2,65.3,23.3,0.9,177.1,104.9,31.3,11.6,3.6,3.8,2.7,0.252,0.317,0.425,0.742,0.298,687263
166,Anthony Rendon,LAA,R,3B,3B,120,467,402,56.9,14.1,58.7,3.0,103.6,64.9,23.5,1.1,171.5,84.7,54.0,6.5,3.2,0.7,1.3,0.258,0.352,0.427,0.778,0.292,12861
167,Will Smith,LAD,R,C,C,116,466,400,63.0,19.9,68.7,1.8,103.6,58.5,23.5,1.7,190.2,80.4,50.7,9.8,3.3,0.7,0.7,0.259,0.353,0.475,0.828,0.276,669257
168,Michael Conforto,SF,L,OF,OF,119,462,399,54.0,14.3,53.1,2.8,99.5,65.8,18.6,0.8,162.7,104.2,51.1,7.5,3.7,1.4,1.2,0.250,0.343,0.408,0.751,0.300,16376
169,Gabriel Moreno,ARI,R,C,C,119,457,411,53.5,10.2,53.2,6.2,117.4,83.8,22.0,1.4,172.7,81.5,36.6,5.2,3.5,1.4,2.6,0.286,0.348,0.420,0.768,0.332,672515
170,Vaughn Grissom,BOS,R,SS,SS,124,457,405,56.7,9.0,51.9,8.0,116.0,81.1,23.5,2.5,171.3,74.6,37.5,7.6,3.4,2.7,3.0,0.286,0.352,0.423,0.775,0.329,687093
171,Cal Raleigh,SEA,S,C,C,119,456,407,57.2,23.5,67.5,1.0,94.1,45.5,24.3,0.9,190.5,121.4,41.4,3.1,3.6,1.6,0.5,0.231,0.303,0.469,0.772,0.266,663728
172,Christian Encarnacion-Strand,CIN,R,1B,1B,120,456,410,61.6,24.4,72.6,2.4,112.1,60.3,26.3,1.1,213.8,115.6,32.9,5.5,3.6,3.3,1.0,0.273,0.331,0.521,0.852,0.320,687952
173,Keibert Ruiz,WSH,S,C,C,119,453,412,52.7,14.7,58.8,2.7,111.8,72.2,24.5,0.5,181.3,49.5,30.6,5.0,3.6,1.4,1.2,0.271,0.325,0.440,0.765,0.276,660688
174,Colt Keith,DET,L,3B,3B,124,453,407,52.6,13.0,50.9,2.5,105.9,73.6,16.7,2.5,166.8,99.3,37.3,3.6,3.1,1.7,1.0,0.260,0.325,0.409,0.734,0.312,690993
175,Geraldo Perdomo,ARI,S,2B/SS,2B/SS/ 3B,130,452,386,53.6,6.6,41.6,12.8,93.4,68.4,15.3,3.0,134.5,80.1,54.0,5.1,3.4,3.6,4.3,0.241,0.337,0.348,0.685,0.286,672695
176,Masyn Winn,STL,R,SS,SS,131,452,407,54.5,10.0,48.2,10.7,100.5,68.7,18.9,2.9,155.2,84.9,34.1,3.5,3.5,3.7,3.1,0.247,0.306,0.381,0.687,0.287,691026
177,Jose Siri,TB,R,OF,OF,126,448,411,52.7,18.8,56.6,15.1,90.8,51.8,17.8,2.4,169.9,151.8,27.5,4.4,3.3,2.7,4.7,0.221,0.274,0.414,0.688,0.296,642350
178,Luis Garcia,WSH,L,2B,2B,122,448,412,52.8,11.2,52.2,6.8,115.0,75.7,25.0,3.1,179.7,64.7,26.7,2.2,3.5,3.2,3.2,0.279,0.322,0.436,0.758,0.305,671277
179,Ramon Laureano,CLE,R,OF,OF,116,447,397,49.5,13.9,51.7,11.6,91.9,54.4,21.3,2.3,159.7,123.2,35.7,9.4,3.5,1.4,4.2,0.232,0.307,0.402,0.709,0.296,657656
180,Brett Baty,NYM,L,3B,3B,121,446,397,54.0,16.3,55.5,3.8,98.6,61.2,20.5,0.5,169.1,115.2,39.7,4.0,3.5,3.3,1.4,0.248,0.319,0.426,0.745,0.306,683146
181,Brandon Marsh,PHI,L,OF,OF,127,443,387,52.8,10.8,47.9,9.2,95.7,63.2,18.0,3.7,153.6,135.1,45.7,4.0,3.5,3.2,3.3,0.247,0.329,0.397,0.726,0.347,669016
182,Alek Thomas,ARI,L,OF,OF,122,440,400,51.3,11.2,50.9,7.7,104.4,71.4,17.6,4.2,164.2,84.8,28.8,4.4,3.5,3.2,3.3,0.260,0.313,0.410,0.723,0.303,677950
183,Francisco Alvarez,NYM,R,C,C,116,440,387,56.1,23.5,64.4,2.2,89.5,49.5,15.8,0.6,177.1,110.6,43.4,5.7,3.5,1.8,0.9,0.231,0.315,0.457,0.772,0.257,682626
184,Willi Castro,MIN,S,3B/OF,2B/3B/ OF,120,439,398,52.0,10.4,46.5,20.4,99.7,65.5,20.5,3.2,157.8,102.6,28.7,7.8,3.2,2.4,7.0,0.251,0.310,0.397,0.708,0.310,650489
185,Sean Murphy,ATL,R,C,C,112,438,378,59.0,18.0,62.4,0.9,94.6,54.6,21.1,0.8,171.3,98.0,44.8,10.4,3.2,1.9,0.4,0.251,0.342,0.454,0.796,0.289,669221
186,Javier Baez,DET,R,SS,SS,121,437,403,46.8,13.1,49.7,7.7,97.2,64.8,16.4,2.9,158.5,109.6,21.6,6.6,3.2,2.0,2.6,0.241,0.287,0.394,0.680,0.296,12979
187,Mark Canha,DET,R,OF,1B/OF,113,436,374,52.3,11.2,46.8,5.7,96.3,66.5,17.5,1.1,149.7,76.7,42.6,14.1,3.4,1.7,2.0,0.257,0.351,0.400,0.751,0.294,11445
188,Seth Brown,OAK,L,OF,1B/OF,118,436,393,49.7,17.7,56.3,4.9,91.4,52.2,19.9,1.6,167.7,119.9,36.5,3.1,3.0,0.8,2.0,0.233,0.300,0.427,0.727,0.286,664913
189,Andrew McCutchen,PIT,R,DH,OF,110,435,374,51.9,12.4,48.3,7.0,91.1,61.0,17.2,0.6,146.6,95.8,54.8,3.8,3.0,1.0,2.9,0.244,0.344,0.392,0.736,0.293,9847
190,Mitch Haniger,SEA,R,OF,OF,114,432,387,50.7,18.1,57.4,1.7,90.7,51.3,20.2,1.0,167.3,112.6,34.0,5.7,3.0,1.5,0.7,0.234,0.302,0.432,0.734,0.280,14274
191,Jonah Heim,TEX,S,C,C,119,432,391,52.7,15.7,55.6,2.1,97.8,58.7,22.8,0.6,168.8,84.0,34.9,2.5,3.4,1.5,0.9,0.250,0.313,0.432,0.745,0.279,16930
192,LaMonte Wade Jr.,SF,L,1B/OF,1B/OF,112,429,365,54.2,14.3,47.6,2.3,88.6,57.4,15.1,1.7,150.1,86.9,53.9,5.7,3.1,1.8,0.9,0.242,0.346,0.411,0.757,0.278,664774
193,Brice Turang,MIL,L,2B/SS,2B/SS,122,427,379,47.1,8.4,42.2,17.2,93.8,66.5,16.5,2.4,140.3,82.4,40.1,2.1,3.3,3.3,5.0,0.247,0.319,0.371,0.690,0.293,668930
194,Yainer Diaz,HOU,R,C,C/1B,112,427,398,56.3,21.4,67.8,1.4,108.5,64.8,21.4,0.9,196.1,80.7,19.6,4.2,3.0,1.8,0.6,0.273,0.310,0.493,0.803,0.292,673237
195,Lars Nootbaar,STL,L,OF,OF,105,426,359,56.2,14.4,50.9,7.0,91.6,58.2,17.7,1.4,155.2,87.1,57.0,2.6,3.0,3.0,2.6,0.255,0.355,0.432,0.787,0.296,663457
196,Jarred Kelenic,ATL,L,OF,OF,118,426,376,56.5,15.5,57.1,11.2,92.7,52.7,22.7,1.8,165.7,113.2,41.2,3.4,3.4,2.8,4.7,0.246,0.322,0.441,0.763,0.308,672284
197,Giancarlo Stanton,NYY,R,OF,OF,110,424,373,56.5,25.7,67.1,0.8,86.6,47.4,12.9,0.5,177.7,125.1,43.3,2.6,2.9,1.3,0.3,0.233,0.312,0.477,0.789,0.271,4949
198,Nelson Velazquez,KC,R,OF,OF,115,423,379,50.6,18.9,57.6,6.5,89.9,53.3,16.3,1.3,165.7,122.9,33.0,4.4,3.1,2.3,2.5,0.237,0.301,0.437,0.738,0.296,676369
199,Hunter Renfroe,KC,R,OF,1B/OF,112,420,379,50.9,18.0,59.0,1.2,95.2,57.1,19.5,0.6,169.9,91.9,32.5,3.0,3.0,1.5,0.5,0.252,0.312,0.449,0.760,0.284,15464
200,Esteury Ruiz,OAK,R,OF,OF,115,416,373,47.0,7.5,38.1,41.0,91.9,61.8,21.1,1.4,138.5,85.9,26.7,10.4,3.0,2.7,11.3,0.246,0.310,0.371,0.681,0.298,665923
201,JJ Bleday,OAK,L,OF,OF,112,416,354,47.2,13.6,44.7,4.8,76.1,44.5,16.7,1.4,136.2,105.8,53.4,3.3,2.9,1.6,2.0,0.214,0.319,0.384,0.703,0.263,668709
202,Gavin Lux,LAD,L,2B/OF,2B/OF,118,415,364,52.6,9.7,48.5,8.3,96.8,63.6,20.1,3.4,152.8,81.7,41.3,2.9,3.2,3.3,2.6,0.266,0.339,0.420,0.760,0.316,666158
203,Mickey Moniak,LAA,L,OF,OF,112,415,384,50.3,15.4,49.5,7.3,90.0,53.4,17.8,3.4,160.8,129.4,20.4,4.1,2.7,3.5,2.7,0.234,0.276,0.419,0.695,0.308,666160
204,Mike Yastrzemski,SF,L,OF,OF,109,414,360,49.4,14.5,47.9,3.5,84.1,48.5,19.9,1.3,149.9,107.5,44.5,4.6,3.0,2.3,1.5,0.233,0.322,0.416,0.738,0.289,573262
205,Leody Taveras,TEX,S,OF,OF,121,414,376,53.0,12.1,51.0,12.4,98.8,62.4,22.2,2.0,161.4,91.1,30.6,2.4,3.1,2.6,4.2,0.263,0.318,0.429,0.747,0.314,665750
206,Luis Campusano,SD,R,C,C,111,414,375,48.1,14.6,52.9,1.4,99.1,65.2,18.1,1.1,163.1,73.2,29.1,4.7,3.1,2.3,0.6,0.264,0.321,0.435,0.756,0.291,669134
207,Nick Senzel,WSH,R,3B/OF,3B/OF,111,413,370,43.9,9.6,42.0,7.9,88.8,60.2,18.0,1.0,137.5,82.3,32.4,4.3,3.0,2.3,3.3,0.240,0.304,0.371,0.675,0.281,669222
208,Jake Meyers,HOU,R,OF,OF,119,413,369,49.9,11.3,47.2,7.0,87.5,56.7,17.9,1.6,142.5,108.0,32.5,5.5,3.2,3.2,2.4,0.237,0.304,0.386,0.690,0.301,676694
209,Logan O’Hoppe,LAA,R,C,C,111,413,363,53.4,20.0,59.5,2.9,91.8,54.6,16.3,0.9,170.0,85.0,37.4,5.5,3.3,3.1,1.3,0.253,0.327,0.468,0.795,0.275,681351
210,Marco Luciano,SF,R,SS,SS,124,413,367,44.8,11.7,41.7,3.6,79.8,53.7,13.4,1.0,130.2,127.7,37.7,3.2,3.1,2.4,1.5,0.217,0.292,0.355,0.647,0.295,682617
211,Cavan Biggio,TOR,L,1B/2B/ OF,1B/2B/ 3B/OF,114,410,347,47.3,9.7,41.0,6.1,79.3,51.2,17.7,0.8,127.7,107.8,50.2,5.8,3.2,3.0,1.7,0.228,0.330,0.368,0.698,0.299,624415
212,Matt Wallner,MIN,L,OF,OF,115,410,352,50.8,15.1,49.8,2.6,83.0,46.5,19.7,1.8,151.5,134.3,45.0,9.1,3.0,2.3,1.1,0.236,0.335,0.430,0.765,0.331,670242
213,Brenton Doyle,COL,R,OF,OF,122,408,375,47.0,12.3,45.3,15.9,87.3,58.3,13.7,3.0,143.9,133.6,21.5,3.6,3.2,3.2,4.8,0.232,0.276,0.384,0.660,0.322,686668
214,Joc Pederson,ARI,L,OF,OF,111,406,353,51.5,16.9,53.3,1.7,90.0,58.0,12.5,2.6,158.3,92.0,42.2,6.2,3.1,1.4,0.8,0.255,0.341,0.448,0.789,0.295,11899
215,Bo Naylor,CLE,L,C,C,112,405,344,49.1,15.3,48.9,5.8,79.4,43.2,19.8,1.0,147.2,94.3,52.8,4.0,2.9,1.9,2.2,0.231,0.336,0.428,0.764,0.270,666310
216,Jordan Westburg,BAL,R,2B/3B,2B/3B,115,403,358,48.6,12.0,47.9,5.9,91.0,57.8,19.1,2.0,150.3,95.6,33.3,4.5,3.1,3.1,1.9,0.254,0.319,0.420,0.739,0.311,676059
217,Henry Davis,PIT,R,OF,OF,108,403,348,46.8,12.5,46.5,7.6,84.4,54.7,15.8,1.4,140.3,94.0,43.8,7.6,2.8,1.5,3.4,0.242,0.337,0.403,0.740,0.294,680779
218,Mitch Garver,SEA,R,C,C,107,401,347,50.2,18.7,54.6,1.1,81.5,44.7,17.6,0.5,156.1,105.1,45.1,4.5,2.8,0.9,0.5,0.235,0.327,0.449,0.777,0.277,15161
219,Jesus Sanchez,MIA,L,OF,OF,113,401,357,47.8,15.5,50.5,2.8,89.8,57.3,14.6,2.5,155.7,103.3,35.2,3.6,2.8,1.5,1.2,0.251,0.321,0.436,0.757,0.308,660821
220,Chris Taylor,LAD,R,SS/3B/ OF,SS/3B/ OF,111,400,348,48.1,11.8,45.6,11.0,79.2,45.5,20.5,1.5,138.0,125.1,40.7,4.8,3.0,2.2,3.2,0.228,0.312,0.396,0.708,0.314,13757
221,Kyle Isbel,KC,L,OF,OF,118,400,360,47.1,9.4,44.2,11.2,89.7,58.0,19.9,2.4,142.7,86.0,29.0,4.0,3.1,3.0,3.8,0.249,0.307,0.396,0.703,0.300,664728
222,Kyle Manzardo,CLE,L,1B,1B,109,398,347,47.8,15.4,50.6,1.9,84.4,45.7,22.4,0.8,154.6,85.6,42.7,3.6,2.9,2.2,0.8,0.243,0.329,0.446,0.775,0.277,700932
223,Alex Kirilloff,MIN,L,1B/OF,1B/OF,109,393,350,49.8,13.8,48.1,2.8,92.0,58.8,18.4,1.1,153.8,92.2,31.8,6.4,3.0,2.7,1.0,0.263,0.331,0.439,0.771,0.317,666135
224,Rowdy Tellez,PIT,L,1B,1B,104,388,343,48.1,17.3,53.3,1.3,84.4,49.1,17.0,1.0,155.3,82.0,38.6,3.1,2.9,1.6,0.6,0.246,0.325,0.453,0.778,0.272,15679
225,Tyler Stephenson,CIN,R,C,C,112,388,344,47.7,11.3,45.4,1.9,87.8,54.2,21.2,1.1,145.1,94.8,34.7,4.5,3.0,2.5,0.7,0.255,0.327,0.422,0.750,0.318,663886
226,Shea Langeliers,OAK,R,C,C,112,388,350,43.4,15.8,47.1,2.7,77.8,44.0,16.1,2.0,145.2,110.0,29.5,3.5,3.1,1.5,1.2,0.222,0.286,0.415,0.700,0.273,669127
227,Luke Raley,SEA,L,1B/OF,1B/OF,107,388,342,45.6,15.5,48.9,8.1,78.7,45.0,16.9,1.3,144.7,122.4,29.4,12.1,2.9,1.6,3.2,0.231,0.310,0.424,0.733,0.306,670042
228,Wilyer Abreu,BOS,L,OF,OF,108,386,330,49.5,12.5,44.6,6.7,80.8,50.7,16.6,1.0,136.9,100.8,47.8,2.7,2.8,2.3,2.6,0.245,0.340,0.415,0.754,0.311,677800
229,Patrick Bailey,SF,S,C,C,105,376,338,37.6,8.8,37.8,1.9,77.5,52.3,15.3,1.0,121.3,97.6,29.1,3.4,3.0,2.7,0.8,0.229,0.292,0.359,0.651,0.292,672275
230,Jake Fraley,CIN,L,OF,OF,102,373,322,49.1,15.0,47.8,13.8,81.0,47.9,17.7,0.5,144.5,81.5,42.2,4.6,2.7,1.6,4.9,0.251,0.342,0.449,0.792,0.289,641584
231,Darell Hernaiz,OAK,R,SS,SS,111,372,339,38.1,5.5,34.1,6.3,84.4,59.2,18.2,1.4,121.9,64.4,23.6,3.3,2.8,2.3,2.4,0.249,0.300,0.359,0.659,0.290,687231
232,Jackson Merrill,SD,L,SS,SS,109,371,341,41.2,7.9,39.6,6.6,85.6,55.4,21.0,1.4,133.0,58.1,21.7,3.0,2.9,3.0,2.2,0.251,0.297,0.390,0.688,0.280,701538
233,Elias Diaz,COL,R,C,C,104,369,336,41.5,10.9,43.9,1.1,86.1,58.7,15.2,1.2,136.4,80.0,25.1,2.6,2.6,1.4,0.5,0.256,0.309,0.406,0.715,0.304,11680
234,Harrison Bader,NYM,R,OF,OF,108,369,337,42.9,10.7,42.6,14.5,82.3,54.2,15.4,2.0,133.8,73.6,23.7,4.2,2.9,2.6,5.0,0.244,0.299,0.397,0.696,0.281,664056
235,Davis Schneider,TOR,R,2B,2B,101,369,312,46.0,13.0,44.2,3.9,72.1,39.4,18.6,1.1,131.8,98.9,47.3,4.4,2.7,1.6,1.6,0.231,0.336,0.422,0.758,0.291,676914
236,Kevin Kiermaier,TOR,L,OF,OF,111,368,333,42.9,7.9,39.6,8.9,80.7,52.3,17.1,3.4,128.2,86.8,26.8,3.7,2.7,2.3,2.8,0.242,0.302,0.386,0.688,0.303,11038
237,Danny Jansen,TOR,R,C,C,101,365,321,46.2,17.2,50.4,1.4,75.1,40.1,17.4,0.4,144.9,75.1,31.7,6.4,2.8,2.3,0.6,0.234,0.311,0.451,0.762,0.250,16535
238,Avisail Garcia,MIA,R,OF,OF,104,365,331,39.0,11.2,40.4,4.3,79.0,54.7,12.0,1.2,126.9,102.8,24.0,5.1,2.7,1.8,1.7,0.238,0.296,0.383,0.679,0.309,5760
239,Myles Straw,CLE,R,OF,OF,108,365,324,38.4,2.0,29.4,15.0,80.7,60.6,16.4,1.7,106.6,65.6,33.0,1.9,2.8,2.9,3.6,0.249,0.317,0.329,0.645,0.303,664702
240,Mark Vientos,NYM,R,DH,1B/3B,100,361,325,44.3,16.8,50.0,1.2,79.2,46.8,14.4,1.1,146.1,98.8,28.9,3.7,2.8,2.0,0.6,0.244,0.310,0.450,0.760,0.294,668901
241,Tommy Pham,FA,R,OF,OF,100,360,318,44.0,11.5,41.5,10.1,78.5,50.2,15.5,1.4,131.2,86.6,35.2,3.1,2.7,1.4,3.0,0.247,0.325,0.413,0.738,0.302,2967
242,Elehuris Montero,COL,R,1B,1B/3B,101,360,326,44.0,16.1,50.2,1.5,83.2,51.6,13.9,1.5,148.7,100.4,23.6,5.0,2.7,1.8,0.6,0.255,0.310,0.456,0.767,0.316,660707
243,Victor Robles,WSH,R,OF,OF,111,358,319,40.6,7.3,36.2,13.9,77.9,51.6,17.1,1.9,120.6,82.7,25.5,7.8,2.8,2.8,4.1,0.244,0.311,0.378,0.689,0.305,645302
244,Will Benson,CIN,L,OF,OF,108,358,300,46.7,11.6,41.1,12.1,68.1,38.6,14.5,3.3,124.0,107.5,49.4,3.9,2.7,2.2,4.2,0.227,0.339,0.413,0.753,0.308,666181
245,Ryan Jeffers,MIN,R,C,C,103,356,312,43.7,14.2,44.0,2.7,72.1,42.7,13.7,1.5,131.5,98.1,34.5,5.0,2.8,2.7,1.2,0.231,0.313,0.422,0.735,0.286,680777
