#,Name,Team,Bats,ESPN,YAHOO,G,PA,AB,R,HR,RBI,SB,H,1B,2B,3B,TB,SO,BB,HBP,SF,SH,CS,AVG,OBP,SLG,OPS,BABIP,RazzID
551,Brian O’Keefe,MIN,R,C,C,18,53,48,5.8,1.5,5.5,0.4,9.7,5.9,2.2,0.1,16.7,15.8,4.2,0.4,0.4,0.3,0.2,0.203,0.270,0.350,0.620,0.265,657247
552,Cooper Hummel,SF,S,OF,C/OF,18,53,45,5.7,1.0,4.7,1.5,9.4,6.1,1.9,0.4,15.1,15.9,6.4,0.6,0.4,0.3,0.6,0.208,0.312,0.335,0.647,0.293,669450
553,Seby Zavala,SEA,R,C,C,17,52,46,5.3,1.4,5.0,0.3,8.7,5.0,2.2,0.1,15.3,18.9,4.3,0.5,0.4,0.4,0.1,0.190,0.263,0.332,0.595,0.281,664874
554,Curt Casali,MIA,R,C,C,17,50,43,5.3,1.0,4.5,0.4,9.0,6.3,1.6,0.1,13.9,14.1,5.0,0.7,0.4,0.4,0.1,0.209,0.296,0.321,0.618,0.281,12510
555,Brady House,WSH,R,3B,3B,17,50,46,5.4,1.3,5.3,0.5,11.2,7.4,2.3,0.2,17.7,13.5,2.5,0.6,0.4,0.3,0.2,0.244,0.287,0.385,0.671,0.314,691781
556,Brett Harris,OAK,R,3B,3B,17,49,44,5.1,1.0,4.7,0.6,10.0,6.7,2.2,0.2,15.6,10.7,3.8,0.8,0.4,0.3,0.2,0.228,0.297,0.354,0.651,0.276,695391
557,Nathan Lukes,TOR,L,OF,OF,15,48,43,5.5,0.8,4.8,0.6,11.2,7.7,2.5,0.2,16.4,9.2,3.8,0.5,0.4,0.3,0.2,0.260,0.323,0.381,0.704,0.311,18123
558,Oscar Gonzalez,NYY,R,OF,OF,15,48,45,5.5,1.6,6.1,0.2,11.6,7.6,2.1,0.3,19.0,11.1,1.9,0.4,0.4,0.2,0.1,0.258,0.291,0.425,0.716,0.307,660757
559,Matt Mervis,CHC,L,1B,1B,15,48,42,5.7,1.9,6.0,0.2,10.4,6.5,1.9,0.1,18.2,12.2,4.5,0.6,0.4,0.3,0.1,0.246,0.323,0.431,0.755,0.299,670223
560,Andre Lipcius,LAD,R,3B,3B,15,48,42,5.6,1.1,5.3,0.3,10.2,6.6,2.3,0.1,16.2,10.1,5.0,0.3,0.4,0.3,0.1,0.241,0.322,0.384,0.706,0.289,686531
561,Josh Harrison,CIN,R,DH,2B/3B/ OF,16,48,44,5.4,0.9,5.1,0.4,11.2,7.2,2.9,0.1,17.1,8.9,2.4,1.2,0.4,0.3,0.2,0.255,0.307,0.389,0.696,0.297,8202
562,Jahmai Jones,NYY,R,2B,2B,15,47,40,5.2,1.0,4.5,0.8,8.7,5.7,1.8,0.2,13.8,12.9,5.2,0.6,0.4,0.3,0.3,0.217,0.310,0.343,0.653,0.290,663330
563,Luken Baker,STL,R,1B,1B,15,47,41,5.9,2.1,6.1,0.1,9.8,5.7,1.9,0.1,18.0,12.2,4.5,0.4,0.3,0.2,0.0,0.237,0.313,0.437,0.749,0.283,663609
564,Kyle Garlick,ARI,R,OF,OF,16,47,43,5.4,1.6,5.4,0.2,9.5,5.8,1.9,0.1,16.5,15.5,3.6,0.6,0.3,0.2,0.1,0.223,0.290,0.388,0.678,0.306,664247
565,Andy Pages,LAD,R,OF,OF,15,47,41,6.2,1.9,6.0,0.6,9.3,4.9,2.4,0.1,17.6,13.1,4.6,0.7,0.4,0.3,0.3,0.226,0.310,0.428,0.738,0.279,681624
566,Pavin Smith,ARI,L,OF,1B/OF,15,46,41,5.5,1.3,5.0,0.3,10.0,6.9,1.6,0.2,15.8,10.1,5.0,0.3,0.3,0.2,0.1,0.245,0.329,0.388,0.717,0.294,656976
567,Tyler Nevin,BAL,R,3B,1B/3B/ OF,15,46,41,5.3,1.3,5.2,0.2,9.8,6.6,1.7,0.2,15.8,10.1,4.2,0.6,0.3,0.2,0.1,0.243,0.319,0.391,0.710,0.289,663527
568,Moises Gomez,STL,R,OF,OF,15,46,41,5.4,1.9,5.6,0.3,9.1,5.3,1.8,0.1,16.8,15.0,3.0,0.4,0.3,0.3,0.1,0.220,0.276,0.405,0.681,0.289,664332
569,Kyle Stowers,BAL,L,OF,OF,15,46,40,5.8,1.8,5.7,0.3,9.2,5.3,2.0,0.2,17.0,13.8,4.4,0.6,0.3,0.3,0.1,0.229,0.310,0.423,0.732,0.297,669065
570,George Valera,CLE,L,OF,OF,15,46,40,5.5,1.5,5.0,0.3,8.7,5.1,1.9,0.1,15.4,13.1,5.4,0.5,0.4,0.3,0.1,0.219,0.316,0.388,0.704,0.282,671655
571,Leo Jimenez,TOR,R,SS,SS,15,46,41,5.0,0.7,4.3,0.5,9.4,6.4,2.2,0.1,14.1,9.3,3.7,1.0,0.3,0.3,0.2,0.231,0.306,0.345,0.651,0.280,677870
572,Jordan Groshans,NYY,R,3B,3B,15,46,40,5.1,0.7,4.3,0.1,9.5,7.1,1.7,0.1,13.4,9.0,4.7,0.3,0.4,0.3,0.1,0.239,0.317,0.337,0.654,0.289,677954
573,Jorge Barrosa,ARI,S,OF,OF,15,46,41,5.0,0.8,4.3,1.1,9.3,6.5,1.6,0.4,14.1,9.9,4.5,0.4,0.3,0.3,0.5,0.228,0.306,0.344,0.650,0.280,678489
574,Osleivis Basabe,TB,R,SS,SS,15,46,42,5.0,0.5,4.5,0.8,11.0,7.7,2.6,0.3,15.7,8.2,2.9,0.4,0.3,0.3,0.3,0.262,0.311,0.373,0.684,0.312,678545
575,Eddys Leonard,DET,R,SS,SS,15,46,41,5.0,1.1,4.7,0.3,9.9,6.8,2.0,0.1,15.3,10.5,2.9,0.7,0.3,0.3,0.1,0.240,0.297,0.371,0.668,0.293,678760
576,Jonathan Ornelas,TEX,R,SS,SS,15,46,41,4.5,0.7,4.1,0.7,9.1,6.6,1.6,0.2,13.1,12.0,3.5,0.5,0.3,0.3,0.3,0.222,0.288,0.320,0.608,0.294,680716
577,David Villar,SF,R,2B,2B/3B,15,46,40,5.2,1.7,5.1,0.4,8.6,5.3,1.4,0.1,15.3,14.1,4.4,0.8,0.3,0.2,0.2,0.214,0.301,0.385,0.686,0.280,681584
578,Vinny Capra,MIL,R,SS,SS,15,46,40,5.0,0.8,4.4,0.5,9.8,6.9,1.9,0.2,14.5,10.0,4.9,0.5,0.3,0.3,0.2,0.244,0.329,0.360,0.689,0.301,681962
579,David Hensley,HOU,R,DH,2B,15,46,40,5.1,0.7,4.2,0.9,8.6,5.8,1.9,0.2,13.1,14.1,5.2,0.3,0.3,0.3,0.3,0.217,0.308,0.330,0.639,0.312,682073
580,Jonatan Clase,SEA,S,OF,OF,15,46,40,4.9,1.1,4.5,2.7,8.3,4.9,2.1,0.2,14.2,14.7,4.2,0.4,0.3,0.3,0.9,0.205,0.284,0.351,0.635,0.287,682729
581,Kenedy Corona,HOU,R,OF,OF,15,46,42,5.2,1.3,5.1,1.3,9.2,5.8,1.9,0.2,15.3,12.9,3.3,0.4,0.3,0.3,0.5,0.221,0.280,0.367,0.647,0.284,685744
582,Emmanuel Rodriguez,MIN,L,OF,OF,15,46,39,4.9,1.1,4.1,0.7,7.2,4.6,1.2,0.2,12.2,16.0,6.0,0.5,0.3,0.3,0.3,0.184,0.296,0.312,0.608,0.271,691181
583,Adael Amador,COL,S,SS,SS,15,46,40,5.5,1.0,4.9,1.0,10.5,7.5,1.8,0.2,15.9,7.2,4.1,0.5,0.3,0.3,0.4,0.262,0.332,0.394,0.726,0.294,691182
584,Yanquiel Fernandez,COL,L,OF,OF,15,46,42,5.4,1.6,5.6,0.2,10.6,7.0,1.9,0.2,17.5,11.5,2.3,0.4,0.3,0.3,0.1,0.251,0.292,0.415,0.707,0.307,692585
585,Ben Rice,NYY,L,C,C,15,46,40,5.8,1.8,5.8,0.6,9.5,5.7,2.0,0.1,17.0,10.7,4.0,0.6,0.3,0.3,0.2,0.237,0.311,0.422,0.733,0.277,700250
586,Rob Brantly,TB,L,C,C,16,45,40,5.0,0.7,4.3,0.2,9.5,6.7,2.0,0.1,13.8,8.9,3.0,1.2,0.3,0.3,0.1,0.235,0.304,0.343,0.647,0.285,10655
587,Matt Duffy,TEX,R,3B,1B/2B/ 3B,15,45,40,4.9,0.8,4.5,0.3,10.2,7.7,1.8,0.1,14.4,9.4,3.0,0.6,0.3,0.2,0.1,0.254,0.312,0.357,0.670,0.311,13836
588,Dominic Smith,CHC,L,1B,1B,15,45,40,5.2,1.1,4.9,0.2,10.5,7.4,1.9,0.1,16.0,8.5,3.5,0.7,0.3,0.2,0.1,0.261,0.329,0.400,0.728,0.304,15653
589,Michael Chavis,SEA,R,2B,2B,15,45,41,4.9,1.6,5.2,0.3,9.2,5.6,2.0,0.1,16.1,14.0,2.2,0.5,0.3,0.2,0.1,0.223,0.268,0.389,0.656,0.292,656308
590,Diego Castillo,BAL,R,2B/SS/ OF,2B/SS/ OF,15,45,40,4.8,0.8,4.3,0.7,9.1,6.4,1.8,0.1,13.6,9.6,4.3,0.4,0.3,0.2,0.3,0.230,0.307,0.342,0.649,0.281,660636
591,Luke Williams,ATL,R,3B/OF,2B/3B/ OF,15,45,40,5.0,0.8,4.6,1.9,8.9,6.2,1.7,0.3,13.7,12.3,3.7,0.3,0.3,0.3,0.7,0.222,0.289,0.339,0.628,0.294,663897
592,P.J. Higgins,CIN,R,C/1B,C/1B,15,45,40,5.0,1.0,4.7,0.2,9.5,5.8,2.5,0.1,15.3,12.0,3.9,0.5,0.3,0.3,0.1,0.235,0.306,0.380,0.686,0.306,664731
593,Kody Clemens,PHI,L,1B,1B,15,45,41,5.6,1.9,5.7,0.4,9.2,5.4,1.6,0.3,17.0,11.8,3.7,0.3,0.3,0.3,0.2,0.227,0.292,0.418,0.710,0.268,665019
594,Jair Camargo,MIN,R,C,C,15,45,42,4.8,1.5,5.0,0.3,8.9,5.5,1.7,0.1,15.4,15.1,2.6,0.4,0.3,0.3,0.1,0.213,0.263,0.370,0.633,0.291,665856
595,David Hamilton,BOS,L,SS,SS,15,45,40,5.1,0.9,4.5,2.9,9.1,6.1,1.8,0.3,14.1,11.3,4.5,0.3,0.4,0.3,0.9,0.228,0.307,0.354,0.661,0.292,666152
596,Austin Shenton,TB,L,DH,3B,15,45,39,5.5,1.4,5.0,0.1,8.9,5.0,2.4,0.1,15.5,14.3,5.0,0.5,0.3,0.3,0.0,0.227,0.317,0.396,0.713,0.315,668853
597,Austin Martin,MIN,R,DH,SS,15,45,39,4.9,0.5,3.9,1.3,8.9,6.2,1.9,0.1,12.7,8.9,4.7,1.1,0.3,0.3,0.5,0.229,0.325,0.327,0.653,0.280,668885
598,Miles Mastrobuoni,CHC,L,3B,2B/3B/ OF,15,45,39,5.1,0.6,4.2,1.4,10.2,7.5,1.8,0.3,14.4,9.9,4.7,0.2,0.3,0.3,0.5,0.259,0.337,0.365,0.702,0.328,670156
599,Livan Soto,LAA,L,SS,SS,15,45,40,4.7,0.6,3.9,0.4,8.6,6.2,1.7,0.2,12.5,11.5,4.0,0.4,0.3,0.3,0.2,0.217,0.289,0.315,0.604,0.286,670869
600,Yunior Severino,MIN,S,2B,2B,15,45,41,5.4,1.8,5.5,0.3,9.3,5.5,1.9,0.2,16.7,14.9,3.4,0.5,0.3,0.3,0.1,0.228,0.293,0.412,0.705,0.309,670870
601,Johnathan Rodriguez,CLE,R,OF,OF,15,45,41,5.3,1.7,5.4,0.2,9.8,5.9,2.1,0.2,17.2,13.9,3.3,0.4,0.3,0.3,0.1,0.239,0.298,0.420,0.718,0.315,671286
602,Damiano Palmegiani,TOR,R,3B,3B,15,45,40,5.3,1.5,5.0,0.3,8.5,4.8,2.2,0.1,15.3,13.1,4.1,0.6,0.3,0.3,0.1,0.214,0.293,0.383,0.676,0.275,671913
603,Tirso Ornelas,SD,L,OF,OF,15,45,40,4.9,0.9,4.5,0.5,9.4,5.9,2.5,0.1,14.8,10.2,3.7,0.3,0.3,0.3,0.2,0.233,0.300,0.367,0.667,0.288,672359
604,Wenceel Perez,DET,S,SS,SS,15,45,40,4.9,0.7,4.2,1.0,9.6,6.9,1.5,0.5,14.2,8.4,3.9,0.4,0.3,0.3,0.4,0.242,0.312,0.359,0.671,0.287,672761
605,Blake Hunt,SEA,R,C,C,15,45,41,4.6,1.1,4.4,0.3,8.5,5.0,2.4,0.1,14.2,11.7,2.9,0.6,0.3,0.3,0.1,0.210,0.268,0.350,0.618,0.265,675448
606,Ernie Clement,TOR,R,DH,SS,15,45,41,5.1,0.8,4.8,0.6,10.8,7.5,2.3,0.2,15.9,5.1,2.8,0.4,0.3,0.3,0.2,0.262,0.311,0.385,0.696,0.280,676391
607,Luis Vazquez,CHC,R,SS,SS,15,45,40,4.7,1.0,4.4,0.6,9.2,6.5,1.7,0.1,14.0,10.7,3.2,0.6,0.3,0.3,0.3,0.227,0.290,0.346,0.635,0.282,676679
608,Jimmy Herron,COL,R,OF,OF,15,45,39,5.3,1.2,5.0,1.5,9.6,6.4,1.7,0.3,15.6,10.4,4.0,0.5,0.3,0.3,0.5,0.244,0.316,0.395,0.711,0.299,676939
609,Tyler Cropley,KC,R,C,C,15,45,40,4.3,0.8,4.0,0.3,8.2,5.7,1.5,0.2,12.4,11.5,3.1,0.6,0.3,0.3,0.1,0.203,0.268,0.309,0.578,0.262,680418
610,Brennen Davis,CHC,R,OF,OF,15,45,40,4.9,1.2,4.4,0.6,8.5,5.6,1.7,0.1,13.8,12.3,3.8,0.9,0.3,0.3,0.3,0.215,0.295,0.349,0.644,0.278,680695
611,Addison Barger,TOR,L,SS,SS,15,45,40,5.4,1.3,5.1,0.4,9.6,6.0,2.2,0.1,15.9,11.3,4.0,0.4,0.3,0.3,0.2,0.241,0.312,0.398,0.711,0.300,680718
612,Jonah Bride,MIA,R,3B,3B,15,45,38,5.0,0.9,4.3,0.4,9.0,6.2,1.7,0.1,13.6,9.4,5.2,0.8,0.3,0.3,0.2,0.235,0.333,0.358,0.691,0.286,681146
613,Logan Porter,KC,R,C,C,15,45,38,5.0,1.0,4.3,0.2,8.5,5.9,1.6,0.1,13.1,12.2,5.0,0.6,0.3,0.3,0.1,0.222,0.316,0.342,0.658,0.296,682515
614,Kevin Alcantara,CHC,R,OF,OF,15,45,41,4.5,1.1,4.4,0.6,9.0,6.4,1.5,0.1,14.0,12.3,2.7,0.4,0.3,0.3,0.2,0.219,0.269,0.340,0.609,0.283,682634
615,Warming Bernabel,COL,R,3B,3B,15,45,41,4.9,1.1,4.9,0.5,10.3,7.2,2.0,0.2,15.9,9.2,2.1,0.4,0.3,0.3,0.2,0.250,0.288,0.382,0.671,0.294,682653
616,Michael Stefanic,LAA,R,2B,2B/3B,15,45,39,5.3,0.6,4.3,0.6,10.5,8.0,1.8,0.2,14.3,6.0,4.7,0.7,0.3,0.3,0.3,0.271,0.355,0.369,0.724,0.306,683021
617,Wade Meckler,SF,L,OF,OF,15,45,39,4.9,0.6,4.1,0.7,10.1,7.3,1.9,0.2,14.4,10.7,4.3,0.4,0.3,0.3,0.3,0.256,0.331,0.365,0.696,0.333,685133
618,Oliver Dunn,MIL,L,2B,2B,15,45,39,5.0,1.1,4.4,0.7,8.3,5.1,1.9,0.2,14.0,14.7,5.1,0.4,0.3,0.3,0.3,0.212,0.305,0.356,0.662,0.303,686554
619,Dillon Dingler,DET,R,C,C,15,45,40,4.6,1.1,4.3,0.3,8.3,5.5,1.6,0.1,13.6,13.7,3.4,0.7,0.3,0.3,0.1,0.210,0.281,0.342,0.623,0.285,693307
620,Ignacio Alvarez,ATL,R,SS,SS,15,45,40,4.7,0.5,3.9,0.6,8.6,6.6,1.5,0.1,11.7,10.0,4.1,0.6,0.3,0.3,0.2,0.217,0.295,0.294,0.590,0.275,805373
621,Ben Gamel,NYM,L,OF,OF,15,44,38,5.3,1.1,4.7,0.5,9.0,5.7,2.2,0.1,14.7,11.7,4.9,0.4,0.3,0.2,0.2,0.234,0.326,0.382,0.708,0.306,12160
622,Brad Miller,SD,L,DH,DH,15,44,39,5.0,1.5,4.8,0.4,8.2,4.9,1.7,0.1,14.6,12.9,4.3,0.3,0.3,0.3,0.2,0.213,0.293,0.378,0.672,0.274,12775
623,Cam Gallagher,PHI,R,C,C,16,44,41,4.5,0.7,4.0,0.4,8.4,5.6,1.9,0.1,12.7,12.1,2.9,0.3,0.3,0.3,0.2,0.206,0.261,0.314,0.574,0.271,12981
624,Yu Chang,TB,R,SS,SS,15,44,40,4.9,1.4,4.9,0.6,8.8,5.5,1.9,0.1,15.1,12.6,2.7,0.5,0.3,0.3,0.2,0.220,0.274,0.376,0.649,0.281,14773
625,Greg Allen,NYY,S,OF,OF,15,44,38,5.2,0.9,4.3,2.2,8.3,5.6,1.7,0.2,12.9,11.8,3.7,1.4,0.3,0.2,0.6,0.218,0.305,0.341,0.645,0.291,16623
626,Michael Perez,BAL,L,C,C,15,44,39,4.9,1.4,4.8,0.2,8.0,4.9,1.6,0.1,14.0,11.9,3.8,0.4,0.3,0.3,0.1,0.204,0.277,0.359,0.637,0.252,605421
627,Weston Wilson,PHI,R,OF,OF,15,44,39,5.4,1.6,5.1,1.1,8.5,5.2,1.6,0.1,15.1,13.3,4.4,0.3,0.3,0.3,0.4,0.217,0.299,0.388,0.686,0.281,642215
628,Austin Wynns,CIN,R,C,C,15,44,39,5.1,1.0,4.5,0.4,9.1,6.0,2.1,0.1,14.2,11.0,3.7,0.5,0.3,0.3,0.1,0.231,0.300,0.361,0.661,0.292,642851
629,Ali Sanchez,PIT,R,C,C,15,44,40,4.8,0.8,4.2,0.3,9.5,6.8,1.7,0.1,13.8,10.1,3.5,0.3,0.3,0.3,0.1,0.238,0.300,0.346,0.647,0.295,645305
630,Jose Herrera,ARI,S,C,C,15,44,39,4.8,0.6,3.9,0.4,8.7,6.5,1.4,0.2,12.3,10.7,4.4,0.4,0.3,0.3,0.1,0.223,0.304,0.316,0.620,0.289,645444
631,Jonathan Arauz,LAD,S,DH,2B/3B,15,44,39,5.2,1.2,4.9,0.2,8.7,5.5,1.8,0.2,14.4,10.0,4.0,0.3,0.3,0.3,0.1,0.222,0.294,0.369,0.663,0.264,660620
632,Blake Perkins,MIL,S,OF,OF,15,44,38,5.0,1.0,4.3,0.9,8.4,5.4,1.8,0.2,13.7,12.0,5.0,0.4,0.3,0.3,0.3,0.219,0.312,0.357,0.669,0.287,663368
633,Ryan McKenna,BAL,R,OF,OF,15,44,39,4.8,1.1,4.4,0.8,8.6,5.7,1.7,0.1,13.7,14.0,3.7,0.5,0.3,0.2,0.3,0.219,0.290,0.351,0.641,0.308,663630
634,Cesar Salazar,HOU,L,C,C,15,44,39,5.0,0.9,4.3,0.5,8.0,5.6,1.4,0.1,12.5,10.4,3.2,1.0,0.3,0.3,0.2,0.205,0.278,0.319,0.597,0.252,663967
635,Donny Sands,DET,R,C,C,15,44,38,4.7,0.8,4.0,0.2,8.5,6.0,1.6,0.1,12.8,9.6,4.2,0.3,0.3,0.3,0.1,0.222,0.301,0.333,0.633,0.273,664848
636,Nick Maton,BAL,L,3B,2B/3B,15,44,38,5.2,1.1,4.6,0.4,8.4,5.1,2.1,0.1,14.1,11.2,5.1,0.5,0.3,0.2,0.2,0.224,0.320,0.375,0.695,0.285,665155
637,Simon Muzziotti,PHI,L,OF,OF,15,44,40,5.0,0.7,4.4,1.1,10.1,7.4,1.7,0.3,14.6,8.2,3.4,0.4,0.3,0.3,0.5,0.253,0.314,0.365,0.679,0.300,665922
638,Grae Kessinger,HOU,R,SS,SS,15,44,39,4.8,0.9,4.2,0.6,8.0,5.4,1.6,0.1,12.6,12.0,4.0,0.5,0.3,0.3,0.3,0.205,0.283,0.323,0.606,0.268,666197
639,Rodolfo Castro,PHI,S,2B/SS,2B/SS/ 3B,15,44,40,5.4,1.7,5.3,0.6,8.9,5.5,1.5,0.2,15.8,12.3,3.6,0.5,0.3,0.2,0.3,0.225,0.295,0.399,0.694,0.279,666801
640,Ryan Kreidler,DET,R,SS,SS/3B,15,44,38,4.7,1.1,4.3,0.9,8.2,5.5,1.4,0.1,13.2,12.5,4.1,0.6,0.3,0.3,0.4,0.215,0.297,0.346,0.643,0.285,668952
641,Jeter Downs,NYY,R,2B,2B,15,44,38,4.9,1.2,4.5,1.2,7.7,4.8,1.5,0.1,13.2,13.2,4.2,0.6,0.3,0.3,0.4,0.202,0.286,0.345,0.632,0.269,669023
642,Bryce Johnson,SD,S,DH,OF,15,44,39,4.6,0.8,4.0,1.8,8.6,5.9,1.7,0.2,13.1,13.1,3.7,0.5,0.3,0.3,0.6,0.220,0.292,0.334,0.626,0.308,669369
643,Zack Short,NYM,R,2B,2B/SS/ 3B,15,44,38,4.9,1.1,4.1,0.6,7.4,4.7,1.6,0.1,12.3,13.4,5.6,0.4,0.3,0.3,0.2,0.196,0.303,0.326,0.628,0.268,670097
644,Lazaro Armenteros,OAK,R,OF,OF,15,44,38,4.5,1.2,4.2,0.9,7.6,4.6,1.6,0.2,13.2,17.0,4.1,0.6,0.3,0.3,0.4,0.199,0.282,0.346,0.628,0.315,670860
645,Heliot Ramos,SF,R,OF,OF,15,44,39,4.8,1.2,4.6,0.8,9.2,6.2,1.5,0.2,14.8,12.0,3.3,0.4,0.3,0.3,0.3,0.232,0.295,0.376,0.670,0.300,671218
646,Alexander Canario,CHC,R,OF,OF,15,44,40,5.3,1.7,5.4,0.6,9.2,5.5,1.8,0.2,16.5,12.7,3.3,0.3,0.3,0.3,0.2,0.231,0.291,0.414,0.705,0.290,672744
647,Tucupita Marcano,SD,L,SS,2B/SS,15,44,40,4.9,0.8,4.5,1.0,10.0,6.5,2.5,0.2,15.2,7.9,3.5,0.4,0.3,0.3,0.4,0.252,0.316,0.385,0.701,0.295,672779
648,Kevin Smith,NYY,R,SS,SS/3B,15,44,40,4.9,1.6,5.2,0.8,8.7,5.3,1.7,0.1,15.4,13.5,2.7,0.3,0.3,0.3,0.3,0.219,0.270,0.386,0.656,0.285,675656
649,Alika Williams,PIT,R,SS,SS,15,44,40,4.8,0.8,4.1,0.4,9.3,6.6,1.9,0.1,13.6,9.6,3.4,0.5,0.3,0.3,0.2,0.234,0.297,0.343,0.639,0.286,675961
650,Kyren Paris,LAA,R,SS,SS,15,44,38,5.0,0.9,4.1,1.5,7.9,5.2,1.7,0.1,12.5,14.3,4.9,0.5,0.3,0.3,0.5,0.209,0.303,0.331,0.634,0.305,677347
651,Jordyn Adams,LAA,R,OF,OF,15,44,40,4.5,0.9,4.2,1.9,8.5,5.6,1.7,0.2,13.4,13.9,2.9,0.4,0.3,0.3,0.7,0.212,0.268,0.335,0.603,0.295,677941
652,Drew Millas,WSH,S,C,C,15,44,39,4.6,0.7,4.1,0.4,9.1,6.2,2.0,0.2,13.7,9.3,4.4,0.4,0.3,0.3,0.2,0.236,0.316,0.355,0.671,0.291,686452
653,Tyler Heineman,BOS,S,DH,C,15,43,38,4.9,0.6,4.1,0.6,9.1,6.5,1.8,0.3,13.1,8.8,3.8,0.6,0.3,0.3,0.2,0.237,0.311,0.342,0.653,0.291,13897
654,Zach Remillard,CHW,R,2B,2B/OF,15,43,38,4.3,0.7,3.7,1.0,8.4,5.9,1.8,0.1,12.4,11.0,3.7,0.6,0.3,0.3,0.4,0.222,0.296,0.326,0.621,0.292,621545
655,Brett Sullivan,SD,L,C,C,15,43,39,4.8,0.8,4.3,0.6,9.1,5.6,2.5,0.1,14.3,7.4,3.3,0.3,0.3,0.3,0.2,0.235,0.296,0.369,0.665,0.269,664954
656,Tyler Fitzgerald,SF,R,OF,OF,15,43,39,4.6,1.1,4.3,1.2,8.6,5.8,1.4,0.3,13.9,13.0,2.6,0.5,0.3,0.3,0.4,0.220,0.274,0.355,0.629,0.297,666149
657,Bubba Thompson,CIN,R,OF,OF,15,43,40,4.7,0.9,4.5,2.7,9.4,6.0,2.3,0.2,14.8,12.0,2.4,0.5,0.3,0.3,0.7,0.237,0.285,0.372,0.657,0.314,669352
658,Darick Hall,PHI,L,1B,1B,15,43,39,5.6,1.9,5.8,0.1,9.2,5.4,1.7,0.1,17.0,11.0,3.8,0.4,0.3,0.2,0.1,0.239,0.310,0.440,0.751,0.279,669742
659,Cam Eden,TOR,R,OF,OF,15,43,39,4.4,0.7,3.9,1.9,8.3,5.6,1.9,0.1,12.5,12.8,3.1,0.8,0.3,0.3,0.6,0.215,0.283,0.323,0.605,0.300,686490
660,Evan White,LAA,R,1B,1B,14,42,38,5.2,1.9,5.5,0.5,8.5,5.0,1.6,0.1,16.0,11.5,3.3,0.5,0.3,0.3,0.2,0.227,0.293,0.426,0.718,0.272,657108
661,Joey Bart,SF,R,C,C,15,42,38,4.3,1.0,3.9,0.3,8.0,5.6,1.2,0.1,12.4,13.6,3.1,0.6,0.3,0.3,0.1,0.212,0.279,0.330,0.609,0.300,663698
662,Rafael Marchan,PHI,S,C,C,14,42,37,4.7,0.6,4.0,0.3,8.9,6.2,1.8,0.2,12.9,6.3,3.7,0.7,0.3,0.3,0.1,0.236,0.311,0.345,0.656,0.267,665561
663,Ben Rortvedt,NYY,L,C,C,14,42,37,5.1,1.4,4.7,0.3,7.7,4.6,1.6,0.1,13.6,11.9,3.7,0.5,0.3,0.3,0.1,0.210,0.286,0.371,0.657,0.267,666163
664,Korey Lee,CHW,R,C,C,15,42,38,4.4,1.2,4.3,0.8,8.2,5.0,1.9,0.1,13.7,12.0,2.4,0.3,0.3,0.3,0.3,0.212,0.261,0.357,0.618,0.274,686676
665,Jake Lamb,PIT,L,DH,1B,13,38,33,4.3,1.0,4.0,0.2,7.5,4.7,1.6,0.1,12.4,10.5,4.1,0.5,0.3,0.2,0.1,0.225,0.316,0.372,0.688,0.294,13329
666,Mike Zunino,FA,R,C,C,13,37,33,4.1,1.5,4.3,0.2,6.3,3.5,1.2,0.1,12.3,13.4,2.9,0.5,0.3,0.3,0.1,0.190,0.260,0.371,0.631,0.258,13265
667,Manny Pina,FA,R,C,C,12,36,32,4.1,1.3,4.2,0.3,7.2,4.5,1.3,0.1,12.6,7.7,2.6,0.5,0.3,0.2,0.1,0.224,0.289,0.389,0.678,0.253,2829
668,Sandy Leon,KC,S,DH,C,13,36,31,3.5,0.6,3.0,0.3,6.2,4.4,1.1,0.1,9.2,10.0,3.3,0.4,0.3,0.2,0.1,0.198,0.277,0.296,0.572,0.267,5273
669,Carlos Narvaez,NYY,R,C,C,12,36,31,3.9,0.8,3.4,0.3,6.2,4.1,1.2,0.1,9.9,10.6,3.8,0.5,0.3,0.2,0.1,0.201,0.294,0.324,0.618,0.274,665966
670,Jacob Hurtubise,CIN,L,OF,OF,12,35,30,4.1,0.5,3.2,1.3,7.3,5.4,1.2,0.3,10.6,7.4,4.2,0.9,0.3,0.2,0.5,0.248,0.353,0.358,0.711,0.312,674441
671,Rece Hinds,CIN,R,SS,SS,12,35,32,4.2,1.4,4.5,0.7,7.4,3.8,2.0,0.2,13.9,12.2,2.0,0.3,0.3,0.2,0.3,0.228,0.277,0.431,0.708,0.313,677956
672,Jhonkensy Noel,CLE,R,3B,3B,12,35,32,4.0,1.3,4.1,0.2,6.9,4.1,1.5,0.1,12.5,9.4,2.4,0.5,0.3,0.2,0.1,0.219,0.281,0.394,0.675,0.265,678877
673,Angel Martinez,CLE,S,SS,SS,12,35,32,3.6,0.6,3.3,0.4,7.3,4.8,1.7,0.2,11.3,7.7,2.5,0.4,0.3,0.2,0.2,0.230,0.290,0.354,0.645,0.282,682657
674,Luisangel Acuna,NYM,R,SS,SS,12,35,32,3.7,0.5,3.2,1.5,7.6,5.5,1.5,0.1,10.7,7.9,2.6,0.2,0.3,0.2,0.5,0.238,0.296,0.338,0.634,0.298,682668
